ID,DocID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30
1,4,0.606,0.101,13.3,-40.444,1.1991,-45.349,13.057,0.51488,4,-2.7564,18.181,167.19,304.57,-27608,-3382.9,-3159.9,167.19,1.4226,-8.88E-16,0,1.2587,-2.5188,13.4,0.97441,132.67,-3382.9,0.62,0.15556,0,1
1,4,5.718,0.113,23.983,-39.463,12.427,-41.752,11.78,0.57276,4,-2.946,19.861,161.95,254.33,-15912,-4841.4,4039.6,100.84,1.831,0,0.53669,1.723,-2.7755,12.463,0.9452,110.29,-4841.4,0.63,0.17778,0,1
1,4,0.591,0.143,3.9245,-28.452,18.75,-30.088,14.916,0.99447,2,-0.10985,20.44,53.442,311.69,-19869,-3134.4,14374,167.06,-0.76247,-0.72288,-0.035853,0,-0.066827,15.02,0.99308,105.03,-3134.4,0.69,0.2,0,1
1,4,3.723,0.114,6.6498,-30.197,20.167,-32.486,13.71,0.99648,2,-0.16776,30.39,83.609,286.26,-5790.3,-3500.8,9742.3,159.35,-0.37445,-0.244,-0.064576,0,-0.12553,13.732,0.99843,120.45,-3500.8,0.57,0.13333,0,1
1,4,0.206,0.109,30.306,-35.974,30.306,-35.974,0,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.13,0.022222,0,1
1,4,1.541,1.141,30.96,-35.538,8.83,-35.865,22.132,0.048093,4,-3.1268,0,0.95165,8.9098,-243.2,0,223.03,153.55,0.60837,0.21639,0.22686,0.24216,0.69489,22.58,0.98017,19.789,0,0.49,0.15556,0,1
1,4,8.218,0.12,28.67,-30.088,9.9202,-31.941,18.842,0.74219,4,-3.0431,132.86,149.15,808.68,-41995,-1803.9,26392,141.22,1.305,0,0.46043,1.1513,-3.0022,19.067,0.9882,158.89,-1803.9,0.69,0.18889,0,1
1,4,0.462,0.245,10.465,-32.595,30.415,-32.922,19.952,0.99882,2,-0.016392,40.052,97.089,163.96,-2107.9,-797.23,6006.2,67.686,-0.25909,-0.17886,-0.092023,-5.55E-17,-0.017644,19.973,0.99893,81.524,4446.9,0.6,0.15556,0,1
1,4,0.209,0.043,18.423,-35.32,18.423,-35.32,0,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.48,0.15556,0,1
1,4,0.357,0.141,14.39,-35.102,32.377,-35.32,17.988,0.99748,2,-0.012121,17.314,141.07,259.85,-3096.7,-1602.8,5091.9,132.7,0.37987,-0.0035674,0,0.32853,0.0054378,18.031,0.99765,127.88,-1046.3,0.59,0.15556,0,1
1,4,0.738,0.028,10.247,-35.974,11.664,-35.756,1.4338,0.99709,2,0.15265,0,42.172,84.344,-7667.7,-7667.7,-7667.7,42.172,2.78E-17,2.78E-18,2.78E-17,2.78E-17,0.076325,1.4338,1,51.209,-7667.7,0.28,0.055556,0,1
1,4,0.434,0.2,28.234,-36.301,2.0712,-34.993,26.196,0.63038,4,3.0916,6.3985,218.5,301.26,-5044.5,3344.7,4916.1,253.13,2.9125,0,0.20142,2.3343,2.9471,26.967,0.97138,134.84,3344.7,0.585,0.16667,0,1
1,4,0.999,0.261,15.807,-30.96,34.666,-33.358,19.011,0.51788,2,-0.12649,11.161,103.28,134.68,-3286.2,-105.44,4125,41.728,-0.807,-0.61685,0,0.056384,-0.097411,20.85,0.91179,79.886,2579.7,0.63,0.17778,0,1
1,4,0.458,0.085,30.415,-24.637,30.96,-25.4,0.93776,0.88917,1,-0.95055,0,10.904,21.808,-519.25,-519.25,-519.25,10.904,5.55E-17,5.55E-18,5.55E-17,5.55E-17,-0.47527,0.93776,1,11.033,-519.25,0.515,0.15556,0,1
1,4,0.589,0.178,30.742,-25.727,30.742,-26.054,0.32704,0.70711,1,-1.5708,0,1.12,2.24,-70,-70,-70,1.12,0,0,0,0,-0.7854,0.32704,1,1.8373,-70,0.16,0.022222,0,1
1,4,2.429,0.055,30.96,-25.727,30.96,-25.727,0,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.49,0.15556,0,1
1,4,4.17,3.769,34.23,-40.444,2.5073,-39.899,31.727,0.28024,4,3.1244,0,5.7375,14.707,-470.45,0,312.33,157.09,2.6361,-0.14776,0.26706,0.54124,3.0971,34.094,0.93058,9.046,0,0.55,0.15556,0,1
1,4,1.889,0.134,27.58,-30.415,9.3751,-34.448,18.647,0.73997,4,-2.9236,141.75,155.29,246.9,-7748,-237.29,12752,170.07,1.2963,0,1.0152,1.2353,-2.9015,18.945,0.98424,141.38,-122.49,0.7,0.18889,0,1
1,4,0.6,0.163,7.4129,-38.045,23.22,-38.264,15.808,0.99808,2,-0.013792,19.564,93.927,163.7,-33075,-539.97,5133,127.24,0.16388,-0.026161,0,0.11494,-0.014104,15.827,0.99884,97.097,-539.97,0.57,0.17778,0,1
1,4,1.05,0.141,7.4129,-34.884,22.457,-35.538,15.058,0.98265,2,-0.043451,100.69,136.64,146.12,-2070.5,-346.24,1005.8,131.64,1.0702,0,0.68897,0.95841,-0.024075,15.336,0.98188,108.77,-336.26,0.56,0.15556,0,1
1,4,0.583,0.289,25.4,-35.974,1.4172,-35.647,23.985,0.67639,4,3.128,7.8879,89.14,318.93,-18351,-886.89,99495,86.83,3.4068,0,0.56979,2.1687,3.0696,25.002,0.95933,86.512,-708.57,0.65,0.17778,0,1
1,4,2.009,0.135,29.87,-33.903,11.882,-35.102,18.027,0.75247,4,-3.075,56.755,133.9,1624.9,-59152,-1200.7,7.51E+05,114.76,2.1029,0,0.46047,1.6642,-3.0653,18.59,0.96971,137.7,5.91E+05,0.6,0.17778,0,1
1,4,0.824,0.377,8.067,-41.643,28.888,-42.842,20.856,0.24941,2,-0.057528,7.3195,11.068,145.95,-1888.8,-80.824,618.58,129.08,-2.0171,-0.79294,-0.27009,-0.019487,1.3577,23.999,0.86902,63.659,200.68,0.54,0.14444,0,1
1,4,2.476,0.125,12.755,-38.373,30.197,-39.463,17.476,0.99799,2,-0.062419,101.43,141.58,803.78,-42258,-2885.9,2.75E+05,118.49,-0.306,-0.25024,-0.1428,0,-0.062152,17.501,0.99857,140.01,268.74,0.6,0.18889,0,1
1,4,0.488,0.126,27.144,-39.899,4.5785,-39.245,22.575,0.48849,4,3.1126,65.616,260.55,334.93,-5800.1,-3321.1,-1608.3,260.55,2.3309,-1.11E-16,0,1.9551,2.9625,23.069,0.9786,183.09,-3321.1,0.55,0.15556,0,1
1,4,1.541,0.13,25.945,-36.846,13.845,-38.591,12.225,0.55609,4,-2.9984,55.06,133.22,160.46,-4904.9,-1798.2,569.34,121.67,1.809,0,0.6294,1.8076,-2.9995,13.013,0.9395,100.1,-1798.2,0.63,0.17778,0,1
1,4,0.742,0.244,6.5408,-40.989,32.704,-41.425,26.167,0.99421,2,-0.016665,28.841,122.83,181.41,-2119.5,270.31,6461.4,171.63,0.61765,-0.1417,0,0.52501,-0.042951,26.309,0.99461,107.82,966.41,0.64,0.2,0,1
1,4,14.608,0.14,11.773,-39.136,28.343,-42.406,16.89,0.9918,2,-0.19486,29.938,128.5,163.53,-5741.4,130.97,3052.5,128.5,0.48409,0,0,0.47002,-0.1792,16.937,0.99718,120.98,130.97,0.65,0.16667,0,1
1,4,0.575,0.156,6.1047,-41.425,34.339,-38.045,28.436,0.99695,2,0.11912,140.47,239.83,285.4,-3326.4,-1131.7,6328.4,236.25,-0.82664,-0.75058,-0.29024,-2.22E-16,0.10079,28.514,0.99725,182.78,847.29,0.64,0.15556,0,1
1,4,0.473,0.208,3.8155,-44.368,33.685,-35.211,31.242,0.9346,2,0.29747,147.84,212.53,269.41,-2982.3,-960.87,2178.8,182.52,-3.5109,-3.0911,-1.5109,0,0.29508,32.793,0.95268,157.66,1093.5,0.69,0.24444,0,1
1,4,0.757,0.278,28.343,-35.756,4.6876,-40.662,24.159,0.75803,4,-2.9371,62.119,126.39,136.78,-3886,-0.098448,3651.6,125.68,4.1639,0.011068,1.8953,4.0265,-2.8339,26.59,0.90858,95.647,414.26,0.715,0.28889,0,1
1,4,-1627.4,0.091,23.329,-31.614,9.2661,-34.884,14.438,0.57212,4,-2.9131,65.369,138.18,768.29,-46513,-2107.2,1.83E+05,134.46,1.5285,3.11E-16,0.5025,1.5198,-2.7363,15.051,0.95929,165.39,-2107.2,0.65,0.22222,0,1
1,1,17.832,0.23,16.788,-51.454,18.532,-55.27,4.1952,0.90732,1,-1.142,2.8439,12.423,329.01,-7304.9,827.9,2.26E+05,45.036,-0.11614,-0.0728,-2.22E-16,0.0014163,-0.94145,4.2232,0.99337,18.362,827.9,0.35,0.088889,0,1
1,1,0.489,0.069,28.779,-34.448,28.779,-34.448,0,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.27,0.088889,0,1
1,1,3.85,1.434,26.381,-34.993,23.656,-19.186,16.04,0.80749,3,1.7415,4.1494,8.8246,28.907,-537.58,-29.738,333.51,11.708,-0.42971,-0.30006,-0.20745,-0.053714,1.5454,16.48,0.97329,11.493,-115.44,0.68,0.2,0,1
1,1,1.949,1.253,29.652,-32.922,26.817,-17.878,15.308,0.89276,3,1.757,8.1866,12.827,25.59,-809.4,-71.049,785.76,13.157,-0.22357,-0.13042,-0.051235,0.034157,1.6602,15.693,0.97551,12.524,51.968,0.5,0.15556,0,1
1,1,2.185,1.226,30.415,-30.633,27.798,-17.115,13.768,0.84416,3,1.762,5.8969,11.541,18.225,-353.63,25.143,593.29,15.377,-0.44882,-0.31521,-0.25548,-0.20024,1.6036,14.166,0.97194,11.555,1060.6,0.56,0.13333,0,1
1,1,3.45,1.924,31.178,-29.433,28.997,-20.494,9.2011,0.64148,3,1.81,0,5.7375,9.6354,-343.46,0,425.09,17.412,-0.52696,-0.42363,-0.24927,-0.1524,1.3013,9.9435,0.92534,5.1681,0,0.53,0.13333,0,1
1,1,2.009,1.433,31.069,-32.268,30.088,-25.4,6.9375,0.70336,3,1.7127,0,6.4125,9.0687,-400.78,-60.822,395.85,4.1928,-0.2775,-0.23125,-0.16958,-0.10946,1.2882,7.3701,0.94131,5.1431,-140.58,0.42,0.13333,0,1
1,1,1.575,0.983,30.415,-35.974,29.652,-26.272,9.7321,0.86171,3,1.6493,5.9957,12.113,15.269,-442.11,0.016921,455.87,6.6129,-0.3761,-0.28977,-0.14531,-0.0023201,1.5023,9.9814,0.97503,10.154,437.83,0.52,0.15556,0,1
1,1,4.55,1.091,32.595,-31.832,29.542,-22.348,9.9632,0.77763,3,1.8822,5.5736,10.278,16.251,-465.79,-16.446,397.06,3.2063,-0.67749,-0.55619,-0.34054,-0.059281,1.7017,10.567,0.94288,9.6854,98.311,0.55,0.13333,0,1
1,1,2.063,1.196,29.106,-27.471,27.035,-15.698,11.954,0.83254,3,1.7449,6.0562,11.475,19.56,-463.47,39.847,613.04,6.2344,-0.43144,-0.34993,-0.15558,-0.03708,1.6141,12.395,0.96443,10.364,387.86,0.54,0.13333,0,1
1,1,1.527,1.017,28.888,-28.888,28.016,-21.039,7.8972,0.78277,3,1.6815,5.6593,7.2676,14.535,-281.04,-22.576,365.12,3.6337,-0.1565,-0.096308,-0.024077,0.012038,1.5084,8.4252,0.93734,8.2843,356.06,0.56,0.15556,0,1
1,1,1.29,0.753,29.652,-32.05,27.689,-22.784,9.4716,0.92227,3,1.7795,6.0563,14.364,21.165,-333.89,0.011416,390.02,10.875,-0.31116,-0.2271,-0.10853,0.023212,1.6824,9.6311,0.98344,12.79,323.26,0.56,0.15556,0,1
1,1,1.49,0.776,29.652,-30.96,28.016,-19.513,11.563,0.95058,3,1.7127,8.9197,12.825,28.454,-603.14,-0.14,366.15,28.129,-0.52417,-0.42859,-0.25438,-0.15417,1.6776,11.818,0.97841,15.229,131.66,0.49,0.15556,0,1
1,1,1.577,0.842,29.979,-29.542,28.125,-18.096,11.595,0.93127,3,1.7313,6.8133,12.825,23.322,-531.23,-0.015402,503.34,20.684,-0.24494,-0.18499,-0.11274,-0.047657,1.6564,11.826,0.98051,14.045,904.03,0.54,0.15556,0,1
1,1,1.914,1.214,30.633,-26.163,28.67,-17.006,9.365,0.69564,3,1.7819,3.304,7.2676,14.535,-419.85,20.959,349.84,11.491,0.33501,0,0.12563,0.24364,1.5126,10.227,0.91573,8.424,228.36,0.54,0.17778,0,1
1,1,2.171,1.496,30.851,-27.035,28.888,-16.679,10.54,0.75574,3,1.7581,0.42516,7.2675,14.535,-522.84,0.007701,496.29,0,0.32019,0.02424,0.09245,0.22605,1.4617,10.962,0.96155,7.3275,293.83,0.58,0.17778,0,1
1,1,8.271,1.584,30.851,-27.253,28.234,-15.916,11.635,0.77757,3,1.7976,3.6236,6.6129,14.535,-377.21,-7.3467,418.88,6.094,0.33501,-0.048208,0.16342,0.26147,1.5904,12.31,0.94516,7.7717,276.35,0.51,0.13333,0,1
1,1,19.872,1.245,29.324,-26.381,29.761,-17.442,8.9497,0.82106,3,1.5221,4.4079,7.3,16.826,-416.51,-42.059,397.06,0.60563,0.33462,0.0047802,0.13013,0.24459,1.372,9.4657,0.94549,7.6029,93.01,0.56,0.16667,0,1
1,1,5.01,2.011,25.4,-28.016,23.983,-2.3983,25.657,0.92612,3,1.6261,7.0404,13.542,21.121,-594.23,-9.9019,499.26,2.8688,1.0134,-0.013849,0.52316,0.82473,1.5482,26.23,0.97817,13.043,194.05,0.61,0.2,0,1
1,1,5.447,1.525,28.997,-24.092,26.381,-5.8867,18.392,0.86322,3,1.7135,6.4125,12.113,19.486,-453.73,0.0066849,637.91,0,-0.44066,-0.24547,-0.15798,-0.073659,1.6062,18.884,0.97394,12.383,740.08,0.63,0.15556,0,1
1,1,5.717,1.81,28.997,-20.494,27.689,-9.3751,11.196,0.73562,3,1.6879,2.3349,6.8133,12.113,-308.82,-0.0044565,400.92,5.1529,0.45854,-0.004458,0.23882,0.35664,1.4518,12.131,0.92291,6.7023,30.287,0.53,0.13333,0,1
1,1,5.151,1.496,29.761,-20.385,27.362,-9.2661,11.375,0.75888,3,1.7832,5.1781,7.2675,14.535,-432.45,-35.528,278.18,0,-0.50774,-0.27811,-0.066863,0,1.5233,12.119,0.93861,8.1009,-70.558,0.63,0.17778,0,1
1,1,2.783,2.258,25.509,-26.926,23.438,-7.3039,19.731,0.81786,3,1.676,5.1911,7.5271,14.535,-401.64,-33.558,427.06,12.321,0.61192,0.047881,0.22043,0.50441,1.5154,20.516,0.96177,9.0857,146.91,0.65,0.17778,0,1
1,1,1.008,0.485,24.31,-23.656,23.983,-6.9768,16.682,0.94599,3,1.5904,15.677,28.688,72.784,-2294.1,96.904,978.08,20.52,0.71806,-0.00085484,0.29812,0.64027,1.6067,16.887,0.98786,34.819,-1182.6,0.66,0.15556,0,1
1,1,1.531,0.796,23.329,-22.021,22.021,-5.8867,16.187,0.90373,3,1.6517,8.4005,18.703,38.522,-659.1,-126.18,668.53,2.8688,0.37883,0.0014683,0.19382,0.26136,1.6095,16.413,0.98624,20.619,-116.89,0.68,0.18889,0,1
1,1,5.387,0.617,26.817,-21.476,26.163,-17.224,4.3015,0.89189,3,1.7234,5.6514,8.4502,14.535,-302.82,-30.283,257.39,1.0688,-0.29837,-0.24118,-0.16576,-0.033152,1.5926,4.4492,0.9668,7.2111,-1.58E-11,0.58,0.14444,0,1
1,1,11.422,1.915,30.851,-41.752,27.58,-12.427,29.506,0.92382,3,1.6819,6.4125,12.825,32.697,-676.42,-4.6814,507.13,2.7253,-0.25374,-0.1114,-0.024165,0.081155,1.6086,29.902,0.98677,15.615,-47.937,0.62,0.18889,0,1
1,1,3.536,1.256,26.163,-28.343,23.329,-12.318,16.274,0.88835,3,1.7459,6.0563,12.15,18.276,-516.96,-19.795,422.66,3.0281,-0.53381,-0.48211,-0.26946,0.0013144,1.6441,16.711,0.97382,13.305,-167.36,0.66,0.18889,0,1
1,1,2.056,0.977,30.415,-36.628,29.215,-25.727,10.967,0.82477,3,1.6804,3.8356,14.535,24.89,-363.71,-28.854,439.51,2.0188,0.2243,0.0097523,0.1322,0.16644,1.5031,11.171,0.98171,11.434,0,0.59,0.14444,0,1
1,1,2.521,1.493,28.343,-38.918,28.343,-28.888,10.029,0.79865,3,1.5708,1.9075,7.2675,12.611,-419.38,-0.0089131,417.26,0.73657,-0.21803,-0.21803,-0.10901,0,1.3445,10.511,0.95413,7.0404,-0.0077009,0.52,0.16667,0,1
1,1,1.995,1.552,30.306,-39.79,29.761,-28.452,11.35,0.85046,3,1.6188,5.7375,7.2675,13.627,-409.92,1.58E-11,382.24,0,0.21673,-0.13328,-0.013087,0.14208,1.4565,11.603,0.97824,7.4761,-19.795,0.54,0.17778,0,1
1,1,1.677,1.132,29.761,-37.064,28.016,-17.442,19.7,0.9369,3,1.6595,12.112,13.627,30.581,-616.4,-2.3557,1035.2,1.6517,-0.46571,-0.34096,-0.16167,-0.016408,1.5964,19.95,0.98744,17.624,302.79,0.54,0.17778,0,1
