ID,DocID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,PhoneID,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,FOrientation,F30
1,5,1.225,0.65,28.234,-21.258,9.8112,-23.874,18.608,0.80442,4,-3.0005,2,22.403,81.759,142.62,-4338.4,-611.81,4017.9,97.896,1.672,0,0.60096,1.1512,-3.0366,18.937,0.98264,29.133,-282.89,0.7,0.22222,0,0,1
1,5,1.812,0.175,12.1,-23.656,31.178,-18.859,19.671,0.99169,2,0.24632,2,70.255,103.47,366.75,-11852,-633.5,1.51E+05,70.255,0.72677,-0.008337,0.0018124,0.47811,0.2265,19.78,0.99447,113.03,-671.9,0.73,0.18889,0,0,1
1,2,11.039,2.327,23.22,-19.949,22.021,-16.788,3.3812,0.52911,3,1.9333,2,5.1911,17.442,72.577,-1225.5,0,980.47,52.795,-11.335,-10.743,-8.9362,-4.8215,-1.3776,59.511,0.056816,25.574,1693.1,0.57,0.2,0,0,1
1,3,17.437,1.475,25.073,-44.041,24.528,-29.652,14.4,0.87034,3,1.6087,2,5.7694,12.825,15.168,-380.72,-1.5662,425.83,1.6517,0.52899,-0.1332,-0.0024758,0.4189,1.4985,14.861,0.969,10.075,88.177,0.57,0.15556,0,0,1
1,3,3.66,3.148,32.704,-51.345,29.433,-9.9202,41.554,0.84944,3,1.6496,2,5.7375,11.475,29.256,-803.81,0,873.84,5.8038,-0.88084,-0.52507,-0.26454,0.068637,1.4677,42.646,0.97438,13.547,0,0.5,0.17778,0,0,1
1,4,0.688,0.266,33.358,-36.083,12.645,-39.463,20.986,0.82128,4,-2.9799,2,73.662,91.769,110.19,-1569.2,-91.076,493.19,73.524,2.3608,0.031598,1.0861,2.1465,-2.9261,22.047,0.95188,82.884,483.29,0.71,0.23333,0,0,1
1,5,2.329,0.137,8.394,-28.016,34.775,-23.329,26.794,0.99431,2,0.17585,2,134.97,164.98,419.52,-25031,-2911.9,1.11E+05,154.88,-0.77394,-0.64337,-0.25236,7.99E-16,0.16198,26.885,0.99663,196.24,446.76,0.73,0.31111,0,0,1
1,3,1.586,1.089,23.874,-33.576,24.419,-23.111,10.479,0.89215,3,1.5188,2,5.7375,6.4125,17.909,-344.41,0.0044566,353.33,3.6705,-0.31185,-0.25935,-0.21433,-0.13347,1.4489,10.819,0.96861,9.9348,215.53,0.58,0.2,0,0,1
1,3,1.544,1.183,27.035,-33.14,26.926,-27.035,6.1057,0.76912,3,1.5887,2,0,6.6129,9.9471,-454.22,-1.39E-11,377.2,0,-0.41652,-0.38012,-0.14598,-0.011873,1.289,6.4264,0.9501,5.4323,200.7,0.55,0.17778,0,0,1
1,1,1.515,0.899,27.798,-26.272,26.272,-19.295,7.1418,0.83398,3,1.7862,2,5.2217,7.2675,14.745,-479.68,-0.0044565,520.34,1.0901,-0.44262,-0.30784,-0.1664,-0.022963,1.6117,7.49,0.95351,8.3315,733.2,0.57,0.13333,0,0,1
1,3,19.183,0.782,31.287,-21.258,30.306,-10.138,11.163,0.79729,3,1.6588,2,5.5044,12.113,32.347,-570.93,-43.127,459.77,1.2388,-0.66752,-0.28361,-0.2076,-0.12871,1.4289,11.633,0.95957,14.876,247.77,0.57,0.17778,0,0,1
1,5,0.826,0.32,8.83,-47.53,34.012,-47.312,25.183,0.98019,2,0.0086578,2,37.304,93.368,456.26,-19514,-26.411,1.08E+05,94.893,-1.9513,-1.9211,-0.81049,0,-0.031217,25.655,0.9816,80.172,339.26,0.49,0.15556,0,0,1
1,1,2.185,1.226,30.415,-30.633,27.798,-17.115,13.768,0.84416,3,1.762,2,5.8969,11.541,18.225,-353.63,25.143,593.29,15.377,-0.44882,-0.31521,-0.25548,-0.20024,1.6036,14.166,0.97194,11.555,1060.6,0.56,0.13333,0,0,1
1,5,4.783,0.22,7.6309,-21.585,34.775,-18.859,27.281,0.99423,2,0.10007,2,37.117,125.02,713.93,-38625,-1513.8,3.73E+05,71.834,-0.46523,-0.22499,0,0.20779,0.10865,27.382,0.9963,124.46,-2240.2,0.69,0.24444,0,0,1
1,2,8.17,1.267,23.547,-27.253,20.821,-23.983,4.2571,0.39716,3,2.2655,2,0,6.4125,10.229,-460.71,0,496.28,3.0281,-0.85142,-0.79559,-0.61414,-0.35173,1.4763,5.7434,0.74122,4.5331,234.86,0.68,0.24444,0,0,1
1,3,1.465,1.04,28.779,-31.069,27.471,-11.882,19.231,0.94041,3,1.6389,2,6.4125,15.235,48.784,-847.89,-55.652,1298.3,2.8688,0.61796,0.065009,0.24718,0.45951,1.6055,19.438,0.98935,18.69,1471.6,0.65,0.2,0,0,1
1,1,3.844,0.884,30.088,-26.272,27.471,-16.679,9.9435,0.82946,3,1.837,2,6.4526,12.825,19.464,-420.91,-105.39,268.11,0.62651,-0.5163,-0.43981,-0.32986,-0.043981,1.6533,10.283,0.96702,11.632,-323.9,0.46,0.15556,0,0,1
1,2,2.133,1.304,27.362,-32.704,26.599,-24.092,8.6458,0.72504,3,1.6592,2,0,6.8133,12.754,-484.74,65.738,491.68,6.7171,0.55668,0.16233,0.36769,0.44933,1.3219,9.0464,0.95571,6.9374,636.89,0.42,0.13333,0,0,1
1,5,2.341,0.175,11.991,-40.771,30.306,-33.685,19.637,0.988,2,0.36917,2,72.552,143.9,203.26,-6004.6,-966.9,2283,75.39,-0.3867,-0.25478,-0.13041,-4.44E-16,0.32469,19.727,0.99543,112.73,-714.01,0.59,0.22222,0,0,1
1,4,0.824,0.377,8.067,-41.643,28.888,-42.842,20.856,0.24941,2,-0.057528,2,7.3195,11.068,145.95,-1888.8,-80.824,618.58,129.08,-2.0171,-0.79294,-0.27009,-0.019487,1.3577,23.999,0.86902,63.659,200.68,0.54,0.14444,0,0,1
1,5,0.77,0.139,9.1571,-38.809,33.467,-34.884,24.625,0.99257,2,0.16005,2,13.082,229.82,614.76,-47377,730.15,5.12E+05,201.86,-0.99464,-0.9388,0,0.031272,0.13153,24.77,0.99412,178.2,4777.9,0.8,0.24444,0,0,1
1,4,0.376,0.265,34.448,-31.287,25.4,-33.794,9.389,0.82769,4,-2.8713,2,17.715,46.719,63.783,-1724,9.2872,2330.6,61.882,0.77715,-0.31769,0,0.54767,-2.9218,9.8526,0.95295,37.18,-465.9,0.71,0.2,0,0,1
1,2,11.547,1.594,23.983,-44.695,20.494,-30.524,14.595,0.78267,3,1.8122,2,6.0562,9.9566,15.198,-396.48,23.092,422.45,3.2063,-0.70026,-0.55386,-0.40224,-0.28597,1.6126,15.577,0.93692,9.7724,80.604,0.695,0.22222,0,0,1
1,3,4.96,1.537,20.167,-30.851,19.077,-19.186,11.715,0.8355,3,1.664,2,6.0562,7.2676,15.165,-410.85,-40.822,530.96,1.2388,0.17448,-0.081861,-0.0060863,0.061979,1.5223,12.371,0.94702,8.0485,-19.791,0.62,0.15556,0,0,1
1,1,1.527,1.017,28.888,-28.888,28.016,-21.039,7.8972,0.78277,3,1.6815,2,5.6593,7.2676,14.535,-281.04,-22.576,365.12,3.6337,-0.1565,-0.096308,-0.024077,0.012038,1.5084,8.4252,0.93734,8.2843,356.06,0.56,0.15556,0,0,1
1,2,2.115,1.662,25.182,-37.5,25.836,-22.675,14.84,0.85382,3,1.5267,2,6.0244,6.4125,14.339,-360.01,-0.0063454,277.12,3.0282,-0.27867,-0.12124,0.014414,0.097376,1.3778,15.331,0.96797,9.2245,-89.338,0.65,0.2,0,0,1
1,5,0.91,0.458,34.121,-43.932,4.1425,-54.724,31.862,0.86081,4,-2.796,2,34.469,86.712,146.42,-3311.7,-36.438,2782.2,106.27,3.8361,0.14155,1.8524,3.4545,-2.8391,33.286,0.95723,72.676,211.18,0.59,0.2,0,0,1
1,2,0.275,0.163,30.197,-36.083,29.106,-39.572,3.6548,0.76853,1,-1.8737,2,2.3194,15.679,74.431,-5739.1,472.78,3572.7,38.364,-0.084541,-0.070884,0,0.023411,-1.5529,3.6773,0.99388,22.56,472.78,0.19,0.044444,0,0,1
1,2,8.468,1.09,7.4129,-25.4,5.8867,-3.4884,21.965,0.94551,3,1.6403,2,11.022,21.403,36.817,-1016.7,41.909,1012.3,25.575,-0.93492,-0.84051,-0.51453,-0.087757,1.5669,22.275,0.98609,20.435,629.84,0.67,0.2,0,0,1
1,3,1.805,1.05,29.87,-41.861,28.997,-17.442,24.434,0.81213,3,1.6065,2,13.717,27.793,38.157,-968.54,-161.65,1277.1,56.097,-1.3423,-1.1521,-1.0544,-0.66455,1.646,26.703,0.91504,25.431,0.007701,0.46,0.17778,0,0,1
1,2,20.155,0.911,25.182,-37.5,24.31,-13.736,23.781,0.93937,3,1.6075,2,12.825,24.225,43.921,-942.24,-64.382,1321.1,13.116,0.68962,-0.33212,0.0069961,0.41637,1.5797,24.061,0.98835,26.412,567.76,0.65,0.2,0,0,1
1,5,0.628,0.235,33.14,-34.557,1.8532,-44.477,32.822,0.70114,4,-2.8345,2,75.924,146.01,203.31,-3290.9,-1330.7,1135.1,75.924,5.0589,0,1.2698,4.3568,-2.4642,35.458,0.92565,150.88,329.86,0.67,0.23333,0,0,1
1,2,4.778,4.1,25.291,-32.595,23.983,-23.765,8.9264,0.62665,3,1.7179,2,0,2.3698,7.2675,-134.7,0,148.49,0,0.51522,0.20569,0.31552,0.40738,0.9195,9.9162,0.90018,2.4186,-46.123,0.62,0.2,0,0,1
1,1,2.783,2.258,25.509,-26.926,23.438,-7.3039,19.731,0.81786,3,1.676,2,5.1911,7.5271,14.535,-401.64,-33.558,427.06,12.321,0.61192,0.047881,0.22043,0.50441,1.5154,20.516,0.96177,9.0857,146.91,0.65,0.17778,0,0,1
1,1,11.292,1.297,26.49,-24.31,24.201,-12.318,12.208,0.81275,3,1.7594,2,5.7375,12.188,18.334,-905.25,-3.08E-12,472.54,1.0688,0.40495,-0.12168,0.036504,0.26711,1.6341,13.013,0.93814,10.033,202.56,0.68,0.17778,0,0,1
1,2,2.399,1.933,23.765,-42.297,19.622,-28.779,14.138,0.73244,3,1.8682,2,5.7375,7.9504,13.568,-370.02,-7.831,407.03,10.113,-2.3216,-2.2258,-2.0308,-1.2459,1.6712,17.016,0.83085,8.8031,183.44,0.76,0.28889,0,0,1
1,5,2.157,0.216,15.916,-44.913,1.3082,-47.094,14.77,0.79353,4,-2.9934,2,32.552,75.632,134.95,-3233.4,451.15,5111.1,88.028,0.69036,0,0.31058,0.58817,-3.0021,14.884,0.99228,68.909,451.15,0.56,0.17778,0,0,1
1,4,0.738,0.028,10.247,-35.974,11.664,-35.756,1.4338,0.99709,2,0.15265,2,0,42.172,84.344,-7667.7,-7667.7,-7667.7,42.172,2.78E-17,2.78E-18,2.78E-17,2.78E-17,0.076325,1.4338,1,51.209,-7667.7,0.28,0.055556,0,0,1
1,4,8.218,0.12,28.67,-30.088,9.9202,-31.941,18.842,0.74219,4,-3.0431,2,132.86,149.15,808.68,-41995,-1803.9,26392,141.22,1.305,0,0.46043,1.1513,-3.0022,19.067,0.9882,158.89,-1803.9,0.69,0.18889,0,0,1
1,2,8.007,5.564,27.362,-29.979,27.144,-29.106,0.89894,0.45255,3,1.8158,2,0,0.33068,2.7375,-59.385,0,68.974,2.0188,0.47591,-0.055523,0.15864,0.37015,0.32804,2.7705,0.32447,0.49793,9.6757,0.59,0.17778,0,0,1
1,1,1.654,1.174,27.035,-20.276,25.291,-9.4841,10.932,0.8358,3,1.731,2,5.7375,11.188,36.44,-1133.4,-108.79,3267.2,0,-0.36198,-0.27763,-0.15979,0,1.5987,11.441,0.9555,9.7457,384.68,0.64,0.17778,0,0,1
1,4,1.889,0.134,27.58,-30.415,9.3751,-34.448,18.647,0.73997,4,-2.9236,2,141.75,155.29,246.9,-7748,-237.29,12752,170.07,1.2963,0,1.0152,1.2353,-2.9015,18.945,0.98424,141.38,-122.49,0.7,0.18889,0,0,1
1,3,2.208,1.892,27.471,-29.652,26.49,-18.423,11.271,0.78894,3,1.658,2,0,6.0563,12.112,-376.04,0,336.46,1.8795,-0.50926,-0.34889,-0.19506,-0.039855,1.3674,11.58,0.97332,6.1206,-114.36,0.59,0.15556,0,0,1
1,5,0.727,0.291,30.742,-38.264,7.4129,-39.463,23.36,0.81693,4,-3.0902,2,15.819,89.895,864.4,-39957,216.31,2.94E+05,148.6,1.8604,0.036018,0.9142,1.5481,3.0884,23.803,0.98135,81.799,2136.7,0.54,0.22222,0,0,1
1,5,0.7,0.202,8.9391,-35.974,33.576,-32.05,24.948,0.98812,2,0.15796,2,6.5228,185.94,190.13,-5053,-93.577,7330.9,187.45,-1.0508,-0.58534,-0.064784,0,0.22273,25.081,0.99467,124.16,-93.577,0.59,0.26667,0,0,1
1,5,2.921,0.162,17.442,-50.364,3.8155,-55.379,14.52,0.55489,4,-2.789,2,2.3698,29.353,3482.9,-1.88E+06,-20343,2.15E+06,423.46,1.3251,0,0.094121,0.70288,-2.344,15.063,0.96395,92.982,-20343,0.55,0.17778,0,0,1
1,4,1.977,0.115,21.912,-33.685,9.5931,-35.32,12.427,0.58992,4,-3.0096,2,52.498,124.63,206.16,-4532.5,-3553.2,-482.58,114.81,1.0711,1.55E-16,0.29646,1.0651,-2.932,12.664,0.98125,110.12,-3553.2,0.68,0.2,0,0,1
1,2,2.129,1.484,23.983,-48.62,26.054,-21.585,27.114,0.85068,3,1.4943,2,11.475,14.535,32.263,-688.5,5.90E-08,1011.5,3.4066,1.0146,-4.44E-16,0.56802,0.88954,1.5034,29.022,0.93428,19.556,13.072,0.57,0.17778,0,0,1
1,2,9.265,2.162,22.239,-44.259,20.494,-31.614,12.765,0.76668,3,1.7079,2,0,6.4125,12.112,-356.25,0,369.15,0,-0.36493,-0.10389,0.0391,0.10427,1.3966,13.244,0.96384,6.1259,-134.57,0.53,0.17778,0,0,1
1,1,1.41,0.912,28.888,-15.698,26.272,-5.5597,10.47,0.89767,3,1.8234,2,8.4035,12.507,18.925,-484.12,-79.418,607.49,9.0844,-0.44946,-0.36808,-0.2758,-0.10964,1.7843,10.865,0.96367,11.913,95.505,0.71,0.2,0,0,1
1,3,1.461,1.033,25.291,-30.633,24.964,-22.784,7.8557,0.84044,3,1.6124,2,5.146,7.2999,18.276,-704.28,-0.0089131,612.81,3.8933,-0.15884,-0.13116,-0.072612,0.0040844,1.4297,8.0175,0.97983,7.7613,419.12,0.56,0.16667,0,0,1
1,2,3.035,0.826,22.239,-28.125,21.585,-14.499,13.642,0.91527,3,1.6188,2,10.582,14.7,26.769,-810.03,0,578.05,19.216,0.73782,0.12204,0.28833,0.67928,1.5401,13.883,0.98266,16.807,72.475,0.59,0.18889,0,0,1
1,1,1.33,0.827,26.163,-24.855,23.874,-16.788,8.3855,0.76275,3,1.8473,2,3.5196,9.0687,15.715,-398.31,-39.633,356.84,0,-0.29477,-0.22264,-0.15235,-0.0051019,1.5879,8.7003,0.96382,10.52,270.37,0.54,0.13333,0,0,1
1,1,1.949,1.253,29.652,-32.922,26.817,-17.878,15.308,0.89276,3,1.757,2,8.1866,12.827,25.59,-809.4,-71.049,785.76,13.157,-0.22357,-0.13042,-0.051235,0.034157,1.6602,15.693,0.97551,12.524,51.968,0.5,0.15556,0,0,1
1,2,1.882,1.261,17.987,-39.245,18.532,-27.907,11.35,0.79244,3,1.5228,2,2.7013,9.9101,16.719,-402.29,0.0099293,382.07,3.2999,-1.5914,-1.5532,-1.2663,-0.48162,1.3789,12.568,0.90311,9.9668,370.1,0.82,0.31111,0,0,1
1,2,3.475,1.01,19.404,-26.381,18.641,-13.627,12.777,0.84566,3,1.6306,2,6.0562,12.113,25.137,-375.11,-19.786,483.05,2.0187,-0.665,-0.58892,-0.49573,-0.33948,1.4274,13.335,0.9582,13.203,-100.58,0.68,0.21111,0,0,1
1,3,3.91,1.245,29.433,-38.155,29.106,-28.997,9.1629,0.79594,3,1.6065,2,3.5428,7.2675,15.54,-343.83,-23.95,418.87,0,-0.60697,-0.46184,-0.41048,-0.1284,1.3629,9.6448,0.95004,7.7468,-237.08,0.41,0.13333,0,0,1
1,5,0.888,0.603,9.8112,-23.547,33.576,-20.058,24.019,0.64926,2,0.14575,2,0.22248,30.881,122.49,-2670.5,-3.1676,2726.1,60.295,0.77479,0,0.45369,0.7173,0.1028,28.473,0.84358,47.219,-939.44,0.78,0.17778,0,0,1
1,2,6.903,5.547,25.509,-19.731,17.115,-9.4841,13.246,0.45424,3,2.2571,2,0,3.5328,8.3856,-210.72,0,270.45,0,-4.0784,-3.5281,-2.473,-0.89804,1.0994,19.848,0.6674,3.5781,598.9,0.87,0.31111,0,0,1
1,4,0.589,0.178,30.742,-25.727,30.742,-26.054,0.32704,0.70711,1,-1.5708,2,0,1.12,2.24,-70,-70,-70,1.12,0,0,0,0,-0.7854,0.32704,1,1.8373,-70,0.16,0.022222,0,0,1
1,2,1.753,1.298,19.513,-33.576,15.48,-26.926,7.7774,0.56656,3,2.116,2,0,7.2675,14.268,-489.9,-1.10E-11,484.49,1.7519,-0.90609,-0.72518,-0.48132,-0.39758,1.7978,9.3464,0.83213,7.2006,182.57,0.84,0.26667,0,0,1
1,2,2.142,1.633,31.069,-41.425,29.106,-32.159,9.4716,0.72249,3,1.7795,2,0,6.7029,12.825,-422.14,-21.684,425.83,0,-0.24592,-0.12785,-0.043914,0.037264,1.4553,10.09,0.9387,6.1789,255.68,0.55,0.17778,0,0,1
1,2,2.409,1.946,28.343,-39.681,27.798,-33.031,6.6721,0.70547,3,1.6526,2,0,4.5161,7.6309,-300.78,-9.8901,377.21,1.2978,-0.16386,-0.044528,0.037404,0.10241,1.1643,7.0103,0.95175,3.6024,0,0.56,0.15556,0,0,1
1,5,4.422,0.142,16.461,-36.519,33.903,-32.486,17.902,0.99544,2,0.22726,2,42.569,176.95,1073,-37561,-1049.4,7.64E+05,130.19,-0.25889,-0.21587,-0.12679,0,0.19587,17.918,0.99914,126.18,-1049.4,0.73,0.22222,0,0,1
1,5,3.767,0.265,5.7777,-46.003,26.599,-43.06,21.028,0.95037,2,0.14043,2,30.47,53.13,135.92,-3354.5,-208.13,2671.5,26.789,-1.2546,-1.2267,-0.68635,0,0.02427,21.401,0.9826,80.758,1251.5,0.61,0.2,0,0,1
1,1,5.387,0.617,26.817,-21.476,26.163,-17.224,4.3015,0.89189,3,1.7234,2,5.6514,8.4502,14.535,-302.82,-30.283,257.39,1.0688,-0.29837,-0.24118,-0.16576,-0.033152,1.5926,4.4492,0.9668,7.2111,-1.58E-11,0.58,0.14444,0,0,1
1,1,1.914,1.214,30.633,-26.163,28.67,-17.006,9.365,0.69564,3,1.7819,2,3.304,7.2676,14.535,-419.85,20.959,349.84,11.491,0.33501,0,0.12563,0.24364,1.5126,10.227,0.91573,8.424,228.36,0.54,0.17778,0,0,1
1,1,1.49,0.776,29.652,-30.96,28.016,-19.513,11.563,0.95058,3,1.7127,2,8.9197,12.825,28.454,-603.14,-0.14,366.15,28.129,-0.52417,-0.42859,-0.25438,-0.15417,1.6776,11.818,0.97841,15.229,131.66,0.49,0.15556,0,0,1
1,1,60.126,13.608,22.675,-27.253,25.727,-7.4129,20.074,0.58845,3,1.4181,2,0,1.7697,7.2693,-114.31,0,84.115,0.27529,-2.1715,-1.8731,-1.1852,0.67216,0.71186,25.891,0.77531,1.9026,377.86,0.77,0.2,0,0,1
1,4,5.718,0.113,23.983,-39.463,12.427,-41.752,11.78,0.57276,4,-2.946,2,19.861,161.95,254.33,-15912,-4841.4,4039.6,100.84,1.831,0,0.53669,1.723,-2.7755,12.463,0.9452,110.29,-4841.4,0.63,0.17778,0,0,1
1,4,1.44,0.135,27.471,-29.215,9.2661,-34.666,19.004,0.74829,4,-2.8507,2,66.819,140.3,182.07,-11461,-1485.9,40988,109.13,1.1444,0,0.27077,1.0757,-2.7716,19.187,0.99045,142.13,-1187.3,0.68,0.22222,0,0,1
