ID,DocID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,PhoneID,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,FOrientation,F30
1,3,2.042,1.555,29.215,-41.97,28.779,-27.798,14.178,0.84323,3,1.6016,2,4.2976,11.475,19.238,-433.63,4.93E-12,573.07,0,-0.20284,-0.090522,-0.005029,0.084655,1.4129,14.436,0.98218,9.2834,1055.8,0.48,0.13333,0,0,1
1,4,0.458,0.085,30.415,-24.637,30.96,-25.4,0.93776,0.88917,1,-0.95055,2,0,10.904,21.808,-519.25,-519.25,-519.25,10.904,5.55E-17,5.55E-18,5.55E-17,5.55E-17,-0.47527,0.93776,1,11.033,-519.25,0.515,0.15556,0,0,1
1,1,5.717,1.81,28.997,-20.494,27.689,-9.3751,11.196,0.73562,3,1.6879,2,2.3349,6.8133,12.113,-308.82,-0.0044565,400.92,5.1529,0.45854,-0.004458,0.23882,0.35664,1.4518,12.131,0.92291,6.7023,30.287,0.53,0.13333,0,0,1
1,2,2.857,1.295,27.471,-28.67,27.144,-14.499,14.175,0.82701,3,1.5939,2,5.7376,11.794,21.802,-538.22,-16.779,866.41,1.8795,-0.60109,-0.10027,-0.027665,0.016934,1.3694,14.741,0.9616,11.383,24.368,0.57,0.18889,0,0,1
1,1,14.26,0.994,29.433,-17.769,28.125,-14.281,3.7256,0.56201,3,1.9296,2,0,4.0375,10.085,-581.83,-21.306,377.2,1.2113,-0.38277,-0.35725,-0.3126,-0.20414,1.3057,4.3442,0.85761,4.3704,-270.72,0.64,0.15556,0,0,1
1,5,1.251,0.172,8.176,-41.534,34.775,-34.121,27.613,0.97403,2,0.27179,2,49.046,163.59,247.99,-5631.3,-1698.4,13823,157.37,-1.2102,-0.91652,-0.30298,6.22E-16,0.29107,27.85,0.99149,161.92,-1698.4,0.54,0.2,0,0,1
1,3,7.807,1.47,30.415,-29.433,29.652,-20.603,8.863,0.79603,3,1.657,2,4.4443,6.4125,12.825,-403.99,-1.23E-11,484.49,1.8169,-0.1904,-0.11518,-0.040225,0.03875,1.4628,9.3882,0.94406,6.3865,1.0321,0.6,0.17778,0,0,1
1,2,3.46,2.864,24.201,-27.035,23.656,-19.077,7.9766,0.66266,3,1.6392,2,0,3.6338,7.1312,-213.75,0,320.47,0,0.37693,0.0879,0.27711,0.33521,1.0145,8.5729,0.93044,2.9933,-1.39E-11,0.62,0.15556,0,0,1
1,4,0.398,0.171,30.524,-35.538,2.0712,-43.169,29.458,0.69256,4,-2.8796,2,47.065,218.12,919.51,-1.42E+05,-1665.6,1.06E+06,90.844,2.9829,8.88E-16,0.75237,2.3096,-2.8889,30.116,0.97815,176.12,-856.23,0.63,0.17778,0,0,1
1,5,1.319,0.177,26.272,-32.704,6.6498,-40.335,21.054,0.69914,4,-2.7707,2,64.541,116.74,204.92,-5749.2,-2035.9,4720.2,68.745,2.1957,0,1.1684,1.9705,-2.6059,22.049,0.95486,124.57,-2035.9,0.68,0.25556,0,0,1
1,2,3.358,2.749,25.836,-35.102,24.964,-25.291,9.8498,0.5743,3,1.6595,2,0,6.0562,8.5649,-356.25,0.0044566,338.02,16.395,-2.7749,-2.6808,-2.5916,-2.1777,1.3043,14.626,0.67343,5.3206,79.14,0.86,0.35556,0,0,1
1,2,2.756,1.81,25.945,-30.742,26.708,-23.656,7.1268,0.74915,3,1.4635,2,0,5.7376,7.7867,-379.57,-25.98,484.49,2.0188,0.4052,-0.073369,0.18926,0.34584,1.0697,7.458,0.95559,4.1205,5.54E-12,0.55,0.15556,0,0,1
1,2,10.956,0.963,21.367,-21.585,21.148,-18.096,3.4952,0.71092,3,1.6332,2,0,3.6964,14.022,-403.45,0,420.97,0,0.102,0.0068,0.0408,0.085,1.1055,3.5593,0.982,3.6961,-44.045,0.51,0.13333,0,0,1
1,1,6.419,0.958,30.742,-28.452,29.979,-20.385,8.103,0.83794,3,1.6651,2,5.4074,7.0404,16.904,-393.84,-42.059,529.93,1.9467,-0.57051,-0.36914,-0.16573,-0.041065,1.4458,8.2648,0.98042,8.6272,-200.7,0.42,0.13333,0,0,1
1,5,0.777,0.411,20.821,-25.509,17.115,-37.609,12.655,0.65383,1,-1.868,2,12.628,59.93,120.47,-5829.4,-745.34,5288.2,18.14,-3.6866,-3.0756,0,0.67808,-1.4164,18.364,0.68916,44.68,-336.25,0.68,0.2,0,0,1
1,1,1.677,1.132,29.761,-37.064,28.016,-17.442,19.7,0.9369,3,1.6595,2,12.112,13.627,30.581,-616.4,-2.3557,1035.2,1.6517,-0.46571,-0.34096,-0.16167,-0.016408,1.5964,19.95,0.98744,17.624,302.79,0.54,0.17778,0,0,1
1,2,2.012,1.377,24.528,-34.121,23.983,-19.077,15.054,0.88673,3,1.607,2,6.1632,12.113,19.966,-370.55,0,416.83,3.0281,0.7618,0.075391,0.47603,0.69549,1.5242,15.597,0.96517,11.327,255.88,0.59,0.17778,0,0,1
1,4,1.051,0.104,14.39,-34.557,28.452,-35.538,14.097,0.99892,2,-0.069655,2,38.814,167.74,224.62,-7037.2,-1876,1400.1,167.74,-0.15933,-0.079665,0,0.041729,-0.046381,14.108,0.9992,135.65,-1876,0.63,0.16667,0,0,1
1,5,2.783,0.18,10.029,-49.819,30.415,-43.714,21.28,0.96737,2,0.29097,2,64.331,103.47,1066.7,-59557,-582.63,4.74E+05,55.9,0.72711,-0.3024,-4.44E-16,0.50886,0.24462,21.606,0.98491,120.03,169.13,0.66,0.24444,0,0,1
1,1,5.447,1.525,28.997,-24.092,26.381,-5.8867,18.392,0.86322,3,1.7135,2,6.4125,12.113,19.486,-453.73,0.0066849,637.91,0,-0.44066,-0.24547,-0.15798,-0.073659,1.6062,18.884,0.97394,12.383,740.08,0.63,0.15556,0,0,1
1,3,5.111,0.841,29.542,-18.641,28.779,-9.4841,9.1888,0.90068,3,1.6539,2,6.0563,12.112,21.674,-591.65,-21.682,622.64,3.0281,-0.26254,-0.19283,-0.14485,-0.072424,1.5368,9.4145,0.97602,11.194,150.62,0.58,0.15556,0,0,1
1,5,0.612,0.262,16.461,-38.482,33.794,-34.121,17.873,0.98504,2,0.24646,2,6.6153,67.249,138.34,-2490,543.52,2682.9,138.34,0.98604,8.88E-16,0.31849,0.7407,0.086813,18.063,0.98948,68.943,1581.8,0.55,0.15556,0,0,1
1,5,0.854,0.396,34.775,-40.989,8.9391,-45.458,26.22,0.87673,4,-2.9703,2,18.301,90.06,152.51,-4529.1,-877.05,41340,94.105,2.2485,0.42727,1.7781,2.1115,-3.0448,26.966,0.97234,68.095,-490.92,0.52,0.18889,0,0,1
1,1,1.008,0.485,24.31,-23.656,23.983,-6.9768,16.682,0.94599,3,1.5904,2,15.677,28.688,72.784,-2294.1,96.904,978.08,20.52,0.71806,-0.00085484,0.29812,0.64027,1.6067,16.887,0.98786,34.819,-1182.6,0.66,0.15556,0,0,1
1,3,2.265,1.026,25.4,-36.083,26.054,-14.826,21.268,0.8827,3,1.54,2,9.4689,18.66,41.444,-1242.4,-0.0089131,672.93,0,0.99406,0.12572,0.29671,0.82693,1.4397,21.727,0.97886,21.176,-34.597,0.57,0.13333,0,0,1
1,2,2.352,0.314,22.893,-34.121,22.457,-16.025,18.101,0.90312,3,1.5949,2,19.77,60.987,92.994,-1937.9,-564.46,3965.7,39.37,0.73004,-0.58469,0,0.11988,1.4712,18.402,0.98366,58.605,3722.9,0.66,0.16667,0,0,1
1,4,0.209,0.043,18.423,-35.32,18.423,-35.32,0,1,2,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.48,0.15556,0,0,1
1,4,0.473,0.208,3.8155,-44.368,33.685,-35.211,31.242,0.9346,2,0.29747,2,147.84,212.53,269.41,-2982.3,-960.87,2178.8,182.52,-3.5109,-3.0911,-1.5109,0,0.29508,32.793,0.95268,157.66,1093.5,0.69,0.24444,0,0,1
1,2,1.662,1.139,22.348,-31.287,23.002,-22.13,9.1804,0.80523,3,1.4995,2,5.4793,7.6908,15.47,-402.64,0,384.91,5.2992,0.71455,0.0077668,0.14757,0.51417,1.3343,9.8712,0.93002,8.6666,23.576,0.56,0.18889,0,0,1
1,3,6.67,2.149,26.926,-33.576,22.893,-19.077,15.049,0.72654,3,1.8421,2,3.5259,7.7867,14.535,-431.99,-6.94E-12,484.51,0,-0.29691,-0.14806,-0.017372,0.14293,1.6224,16.12,0.93358,7.5011,18.916,0.6,0.15556,0,0,1
1,5,14.321,0.901,18.423,-40.008,20.494,-38.591,2.5097,0.058845,2,0.60005,2,0,25.21,118.03,-2001.4,-243.33,1244.5,0,-8.7175,-8.5343,-5.3981,-0.31205,-0.034115,30.538,0.082182,33.893,-654.63,0.65,0.16667,0,0,1
1,3,2.3,1.928,31.832,-24.31,29.433,-13.845,10.737,0.66736,3,1.7961,2,0.14955,7.2675,12.112,-362.57,0,368.85,0,-0.53129,-0.39183,0,0.096739,1.4837,12.41,0.86512,6.437,0,0.55,0.17778,0,0,1
1,5,2.01,0.086,6.3227,-31.505,6.3227,-31.505,0,1,2,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.35,0.088889,0,0,1
1,3,2.578,0.703,20.385,-29.215,20.058,-16.025,13.195,0.9417,3,1.5956,2,12.112,18.169,40.04,-1492,-39.59,973.31,12.604,-0.57732,-0.39016,-0.071152,0.019094,1.6121,13.594,0.97063,19.337,657.22,0.57,0.16667,0,0,1
1,1,4.243,0.623,27.144,-19.949,26.381,-8.721,11.254,0.95555,3,1.6387,2,12.113,18.169,39.922,-898.06,-79.436,1173.1,15.892,0.2851,-0.020696,0.058077,0.22713,1.608,11.371,0.98972,18.252,792.63,0.65,0.16667,0,0,1
1,2,1.284,0.885,23.329,-30.197,22.893,-13.627,16.576,0.92081,3,1.5971,2,11.475,13.627,33.318,-1255.6,158.08,899.14,13.005,1.0984,0.2277,0.80011,0.92543,1.5138,17.2,0.96371,19.435,566.33,0.53,0.22222,0,0,1
1,3,5.974,0.723,29.652,-26.926,29.542,-21.367,5.5607,0.8404,3,1.5904,2,5.8969,6.4125,15.495,-356.25,-8.3918,496.29,0,-0.40605,-0.27419,-0.14532,-0.11134,1.4173,5.7457,0.9678,7.947,139.05,0.52,0.15556,0,0,1
1,5,8.36,0.161,32.05,-25.618,5.8867,-28.452,26.316,0.73667,4,-3.0337,2,74.454,213.69,913.74,-35975,-3505.2,4.89E+05,77.878,2.3274,4.44E-16,1.2762,2.1454,-2.9458,27.195,0.9677,168.91,-4084.4,0.68,0.2,0,0,1
1,5,0.611,0.167,13.627,-47.748,34.448,-44.586,21.06,0.99695,2,0.15068,2,64.459,129.45,212.11,-4651.4,-803.15,3607.4,120.67,0.35437,4.44E-17,0.0036678,0.17007,0.11509,21.099,0.99817,126.34,1258.5,0.65,0.22222,0,0,1
1,3,2.091,0.945,29.761,-36.628,28.997,-22.893,13.757,0.92355,3,1.6263,2,7.3194,14.081,31.945,-675.31,-71.056,960.05,22.444,-0.76192,-0.69177,-0.42329,-0.30416,1.5418,13.98,0.98406,14.793,-93.15,0.5,0.17778,0,0,1
1,4,3.323,0.165,29.215,-34.993,12.1,-40.771,18.064,0.71943,4,-2.816,2,97.523,134.21,181.06,-2609.5,-331.79,4770.8,128.36,2.6591,0,1.3306,2.2927,-2.7602,19.169,0.94233,116.18,24.357,0.78,0.26667,0,0,1
1,2,2.672,2.174,26.49,-35.211,25.073,-28.779,6.586,0.60423,3,1.7877,2,0,3.6338,8.0861,-200.4,0,320.67,3.2063,-0.27427,-0.11729,-0.055034,-0.009022,1.1756,7.5049,0.87756,3.4521,230.96,0.61,0.2,0,0,1
1,3,2.981,1.707,27.798,-37.827,28.125,-28.452,9.3808,0.82854,3,1.5359,2,2.5192,6.0563,10.746,-338.66,-12.362,272.53,2.5695,-0.28123,-0.19826,-0.14822,-0.0095012,1.3145,9.6523,0.97187,5.6546,70.304,0.59,0.17778,0,0,1
1,3,2.967,0.964,27.907,-40.444,27.362,-29.433,11.024,0.87053,3,1.6203,2,5.7376,12.187,23.48,-435.17,10.48,341.52,0,0.22207,-0.10079,-0.022638,0.056165,1.4811,11.229,0.98169,11.649,252.39,0.54,0.15556,0,0,1
1,2,2.303,0.27,22.13,-24.419,22.348,-11.664,12.756,0.89291,3,1.5537,2,19.53,68.861,98.254,-2818.1,-618.44,6218.4,51.306,0.68938,0.019377,0.47791,0.61485,1.5354,12.934,0.98623,47.905,50.915,0.57,0.18889,0,0,1
1,5,1.438,0.08,19.404,-24.092,34.666,-21.912,15.417,0.99569,2,0.1419,2,45.803,1009.3,5458.8,-51271,8.57E+05,4.71E+06,1009.3,-0.53959,-0.49334,0,0,0.11275,15.463,0.99701,193.29,8.57E+05,0.7,0.2,0,0,1
1,5,4.146,0.137,27.798,-21.912,7.3039,-24.855,20.705,0.33029,4,-2.999,2,4.266,42.66,7257.9,-3.22E+05,1.84E+06,4.01E+06,42.66,0.88219,-4.44E-16,-2.22E-16,0.61753,-2.99,20.813,0.99482,151.92,1.84E+06,0.8,0.22222,0,0,1
1,3,3.371,1.62,25.073,-37.391,26.926,-28.997,8.5961,0.78451,3,1.3535,2,0,6.4125,24.515,-89.228,1.62E-11,377.21,3.4066,-0.20599,-0.10645,0.042856,0.12138,1.0447,9.0496,0.94989,5.5862,-12.978,0.62,0.17778,0,0,1
1,4,0.913,0.664,10.901,-42.515,34.775,-38.373,24.231,0.96035,2,0.17181,2,0,16.867,91.355,-830.63,0,879.98,44.068,0.91567,-0.029084,0.0088281,0.09034,0.13878,24.562,0.98649,36.991,355.88,0.61,0.23333,0,0,1
1,2,1.372,0.928,19.949,-18.532,19.949,-10.465,8.067,0.84973,3,1.5708,2,5.7375,9.0687,14.535,-484.09,-44.601,349.04,6.84,0.21803,0,0.10901,0.10901,1.4491,8.4462,0.9551,9.1015,181.17,0.66,0.15556,0,0,1
1,2,5.371,1.41,23.656,-15.153,22.13,-6.5408,8.7462,0.7088,3,1.7462,2,0,6.0563,13.542,-436.97,-7.1714,421.47,0,0.48779,-0.057067,0.040083,0.2886,1.4095,9.2725,0.94324,6.5762,625.72,0.61,0.17778,0,0,1
1,5,0.685,0.19,12.209,-26.272,31.287,-22.675,19.413,0.98588,2,0.18638,2,54.449,154.41,211.74,-1800.2,927.81,5150,207.46,-1.2482,-1.1083,-0.68774,0,0.19594,19.643,0.98832,103.38,326.59,0.75,0.24444,0,0,1
1,4,0.712,0.161,7.0858,-37.936,34.884,-32.159,28.392,0.98887,2,0.20493,2,104.16,191.83,699.41,-24161,-477.81,3.96E+05,223.67,-0.997,-0.8904,-0.62532,0,0.17713,28.552,0.99441,177.34,-477.81,0.695,0.22222,0,0,1
1,4,2.429,0.055,30.96,-25.727,30.96,-25.727,0,1,2,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.49,0.15556,0,0,1
1,2,1.594,1.22,23.874,-36.301,24.201,-26.272,10.035,0.82564,3,1.5382,2,5.7694,8.5718,16.771,-335.62,0.0089132,379.1,7.1298,-0.18949,-0.11144,-0.050925,-0.0062768,1.4013,10.696,0.93819,8.7669,-150.87,0.61,0.16667,0,0,1
1,1,1.308,0.825,33.467,-18.532,27.035,-8.721,11.731,0.85044,3,2.1511,2,9.0182,13.542,26.227,-532.14,21.415,662.81,13.005,-1.8133,-1.549,-1.0181,-0.49008,2.0989,13.025,0.90066,15.788,228.08,0.56,0.17778,0,0,1
1,5,6.887,0.156,22.784,-37.827,7.5219,-40.88,15.564,0.7723,4,-2.9442,2,27.865,74.327,668.75,-34079,-1437.2,3.66E+05,69.151,0.70551,0,0.35276,0.63069,-2.9378,15.661,0.99379,100.39,2575.2,0.57,0.17778,0,0,1
1,4,0.206,0.109,30.306,-35.974,30.306,-35.974,0,1,2,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.13,0.022222,0,0,1
1,5,0.436,0.234,28.997,-22.675,28.888,-22.021,0.6631,0.65435,3,1.7359,2,0,4.6361,8.7543,-211.13,69.527,328.11,7.3,0.089608,0,0.053765,0.073479,1.2352,0.69923,0.94833,2.9882,69.527,0.27,0.088889,0,0,1
1,3,1.596,1.006,24.746,-37.391,24.964,-25.073,12.32,0.89029,3,1.5531,2,6.4125,12.825,24.528,-637.99,-9.91E-12,602.19,5.6237,-0.75429,-0.6941,-0.45913,-0.37657,1.4584,12.911,0.95429,12.834,594.96,0.56,0.17778,0,0,1
1,2,2.776,1.71,21.585,-32.922,20.603,-21.912,11.054,0.68146,3,1.6597,2,1.6908,8.5649,13.542,-449.94,-21.095,592.37,28.616,-2.2007,-2.0813,-1.7309,-1.2105,1.4846,14.568,0.75876,8.5195,-249.62,0.75,0.28889,0,0,1
1,1,1.577,0.842,29.979,-29.542,28.125,-18.096,11.595,0.93127,3,1.7313,2,6.8133,12.825,23.322,-531.23,-0.015402,503.34,20.684,-0.24494,-0.18499,-0.11274,-0.047657,1.6564,11.826,0.98051,14.045,904.03,0.54,0.15556,0,0,1
1,2,2.362,1.418,25.509,-35.538,25.4,-22.566,12.973,0.87481,3,1.5792,2,6.0562,7.2675,15.776,-420.57,-0.0044565,375.89,4.4963,-0.75665,-0.39866,-0.047634,-0.011725,1.5243,13.746,0.94374,9.6942,258.37,0.51,0.11111,0,0,1
1,1,2.521,1.493,28.343,-38.918,28.343,-28.888,10.029,0.79865,3,1.5708,2,1.9075,7.2675,12.611,-419.38,-0.0089131,417.26,0.73657,-0.21803,-0.21803,-0.10901,0,1.3445,10.511,0.95413,7.0404,-0.0077009,0.52,0.16667,0,0,1
1,2,21.142,1.503,29.324,-16.897,28.125,-10.029,6.9717,0.66727,3,1.7437,2,0,6.0563,12.905,-309.85,-8.3913,276.65,0,-0.45683,-0.28773,-0.07841,0.051137,1.3757,7.6175,0.91522,5.0682,13.588,0.58,0.2,0,0,1
1,4,1.224,0.092,23.22,-34.775,8.83,-41.97,16.088,0.58624,4,-2.6779,2,11.849,255.38,4120.9,-4.13E+05,-4821.3,5.54E+06,280.14,1.7063,0,0.12188,1.4674,-2.5974,16.531,0.97321,179.69,-4821.3,0.75,0.26667,0,0,1
1,1,1.516,1.046,26.599,-22.457,24.092,-12.864,9.9154,0.85904,3,1.8264,2,6.0563,11.541,16.344,-405.91,37.728,426.06,4.2825,-0.28645,-0.24342,-0.18817,-0.1123,1.7117,10.399,0.9535,9.9416,435.92,0.59,0.17778,0,0,1
1,3,10.129,1.499,28.67,-34.884,25.4,-19.949,15.289,0.84888,3,1.7864,2,6.0562,8.5533,16.924,-615.97,-0.0044565,461.2,0,-0.30315,-0.23163,-0.12981,-0.072677,1.6438,16.002,0.95543,10.675,13.072,0.61,0.17778,0,0,1
1,1,1.565,0.995,24.528,-23.111,22.566,-6.6498,16.577,0.93196,3,1.6894,2,9.2128,13.542,30.908,-977.45,-52.06,708.68,4.4451,0.27241,-0.063658,0.021147,0.19255,1.6105,16.767,0.98868,16.852,472.87,0.65,0.17778,0,0,1
1,2,13.995,0.129,27.253,-19.077,27.253,-19.077,0,1,2,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.18,0.022222,0,0,1
1,5,0.731,0.279,34.339,-41.316,1.4172,-54.833,35.589,0.84346,4,-2.752,2,67.755,136.03,1228.8,-58672,-1174.7,5.65E+05,136.27,3.6464,0,1.7551,3.2347,-2.7597,36.887,0.96481,132.21,-683.78,0.59,0.2,0,0,1
1,1,1.883,1.599,28.234,-21.367,24.746,-9.7021,12.175,0.79473,3,1.8614,2,5.2457,8.5648,13.542,-414.96,6.2984,385.7,2.2711,-0.23817,-0.13568,-0.015129,0.04656,1.7044,13.018,0.93525,8.1412,205.47,0.7,0.13333,0,0,1
1,5,4.617,0.174,31.941,-25.727,9.5931,-29.652,22.69,0.74692,4,-2.9678,2,100.99,164.26,195.63,-4632.3,-880.54,3514.1,139.95,1.8536,0,1.3015,1.736,-3.0646,23.208,0.97766,133.38,14.971,0.75,0.22222,0,0,1
1,5,3.812,0.121,8.067,-44.586,33.903,-36.519,27.066,0.99121,2,0.30264,2,120.16,329.75,4173.2,-1.33E+05,58308,4.40E+06,941.93,-0.88603,-0.75875,-0.71348,0,0.26915,27.181,0.99578,224.64,58308,0.74,0.23333,0,0,1
1,4,0.462,0.245,10.465,-32.595,30.415,-32.922,19.952,0.99882,2,-0.016392,2,40.052,97.089,163.96,-2107.9,-797.23,6006.2,67.686,-0.25909,-0.17886,-0.092023,-5.55E-17,-0.017644,19.973,0.99893,81.524,4446.9,0.6,0.15556,0,0,1
1,2,1.999,1.144,24.092,-28.016,19.949,-21.912,7.3775,0.5392,3,2.167,2,3.3877,8.1141,13.627,-460.67,0.0022283,426.05,8.1692,-1.424,-1.307,-0.93749,-0.58311,1.8186,9.363,0.78794,8.1845,56.995,0.7,0.24444,0,0,1
1,1,5.784,0.829,27.58,-24.092,26.381,-16.461,7.7245,0.71305,3,1.7267,2,0,7.7867,14.885,-465.2,-62.174,713.13,3.2063,0.19538,-0.016923,0.043077,0.11677,1.4495,7.9855,0.96732,9.6327,-268.59,0.57,0.17778,0,0,1
1,4,0.606,0.101,13.3,-40.444,1.1991,-45.349,13.057,0.51488,4,-2.7564,2,18.181,167.19,304.57,-27608,-3382.9,-3159.9,167.19,1.4226,-8.88E-16,0,1.2587,-2.5188,13.4,0.97441,132.67,-3382.9,0.62,0.15556,0,0,1
1,4,0.591,0.143,3.9245,-28.452,18.75,-30.088,14.916,0.99447,2,-0.10985,2,20.44,53.442,311.69,-19869,-3134.4,14374,167.06,-0.76247,-0.72288,-0.035853,0,-0.066827,15.02,0.99308,105.03,-3134.4,0.69,0.2,0,0,1
1,3,13.567,0.449,26.381,-27.362,25.727,-24.092,3.3352,0.88797,3,1.7682,2,3.876,7.2676,14.187,-476.15,-40.377,433.66,4.845,-0.25655,-0.20738,-0.14965,-0.019241,1.5844,3.4429,0.96872,7.6678,41.919,0.63,0.15556,0,0,1
1,5,2.225,0.192,25.291,-42.733,6.3227,-51.672,20.969,0.77001,4,-2.7012,2,52.777,111.67,807.98,-36337,-1305,3.93E+05,52.005,3.1522,0.033097,2.3599,2.9724,-2.6351,22.474,0.93305,117.05,3738.9,0.62,0.25556,0,0,1
1,3,12.743,0.67,25.945,-30.633,23.983,-20.494,10.326,0.82865,3,1.762,2,6.0563,18.169,37.995,-710.97,-94.333,1144.1,0.51421,0.79062,0,0.4868,0.72916,1.6128,10.733,0.96211,16.019,898.54,0.58,0.17778,0,0,1
1,3,4.898,0.814,27.035,-39.463,27.035,-29.433,10.029,0.88559,3,1.5708,2,5.7375,12.113,27.776,-751.29,-34.539,716.68,2.5695,-0.21803,-0.21803,-0.10901,0,1.4598,10.163,0.98684,12.485,168.24,0.52,0.15556,0,0,1
1,2,1.7,1.231,24.637,-29.761,24.31,-18.968,10.797,0.76456,3,1.6011,2,5.9607,9.6354,16.112,-496.53,-0.0052901,440.29,2.8688,1.4528,0.20769,0.80236,1.2851,1.4603,11.978,0.90142,9.7303,56.995,0.62,0.22222,0,0,1
